AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders,Date_Started,Date_Extinguished,Length,fire_aqi,pm25_int,pm25_max,pm25_1day,nearby_cities,nearby_pop,nearby_green,available_green,nearby_maxdensity,County_up,month,ct_mth,County,2019,diff,dratio,income,year,temp,precip,dangerous
170.0,False,CAL FIRE Fresno Kings Unit,,2015,True,/incidents/2015/9/9/creek-fire/,,,Fresno,10,,,,2015-09-11T19:17:00Z,,False,True,,,,40.400196,Squaw Valley Road and Sand Creek Road,-120.553075,False,Creek Fire,100.0,,True,"Creek Fire Started on September 9, 2015 off Squaw Valley Road and Sand Creek Road, (Fresno County) and burned 170 acres.","Creek Fire, off Squaw Valley Road and Sand Creek Road, Fresno County, September, 2015",2015-09-09T14:30:00Z,Finalized,,,,,9a3df964-7794-411c-9043-967476fe77e6,2015-09-11T19:17:00Z,,2015-09-09,2015-09-11,2.0,"(44.999999999999986, 19.999999999999996, 13.0)",44.99999999999999,20.0,13.0,['Susanville'],15010,1107.2,1046.9,729.0,FRESNO,9,0.7,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2015,73.2,0.02,0
60.0,False,CAL FIRE Fresno Unit/Fresno County Fire,,2015,True,/incidents/2015/7/18/kerkhoff-fire/,,,Fresno,10,,,,2015-07-22T10:00:00Z,,False,True,,,,0.0,"off Powerhouse Rd, near Kercknoff Lake, north of the community of Auberry",0.0,False,Kerkhoff Fire,100.0,,True,The Kerkhoff Fire started on July 18 off Powerhouse rd north of the community of Auberry in Fresno County and burned 60 acres. ,"Kerkhoff Fire, Fresno County, Auberry, Powerhouse road",2015-07-18T16:31:00Z,Finalized,,,,,77b8e450-18b2-4fc4-a9d0-403594095482,2015-07-22T10:00:00Z,,2015-07-18,2015-07-22,4.0,"(-0.10000000000000853, 3.599999999999998, 1.5)",-0.1000000000000085,3.599999999999998,1.5,[],0,0.0,0.0,,FRESNO,7,1.0,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2015,72.5,0.56,0
7050.0,False,CAL FIRE Fresno Kings Unit,,2016,True,/incidents/2016/8/9/mineral-fire/,Mineral Fire is 100% contained. For more information on preparing for wildfire visit: ReadyForWildfire.org,,Fresno,10,,,,2016-08-18T19:00:00Z,,False,True,,,,36.09974,"off Hwy 198 & Mineral Springs Rd, W of Coalinga",-120.51057,True,Mineral Fire,100.0,20.0,True,"The Mineral Fire started on August 9, 2016 off Highway 198 cross of Mineral Springs Road, 8 miles West of Coalinga in Fresno County.","Mineral Fire, August 9, 2016, Fresno County, Coalinga.",2016-08-09T13:08:00Z,Finalized,,2.0,,0.0,346c59b1-375e-4d42-876a-d97b769c939f,2016-08-18T19:00:00Z,,2016-08-09,2016-08-18,9.0,"(35.900000000000006, 9.75, 5.850000000000001)",35.900000000000006,9.75,5.850000000000001,['Coalinga'],17179,1177.3,1177.2,1007.0,FRESNO,8,1.0,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,74.6,0.0,0
2944.0,False,CAL FIRE Fresno Unit,,2016,True,/incidents/2016/7/1/curry-fire/,"Firefighters will continue throughout the day to construct containment lines around the perimeter of the fire as well as strengthening the existing containment lines. Mop up and patrol has started within the fire area as well. Fire suppression repair will begin today to repair those areas affected by the fire suppression activities.
<p>Highway 198 is now open. Fire equipment will be working along Highway 198 for the next few days so we ask that you drive slowly and safely within this area.
<p>There are more than 10 major wildfires currently burning in California. With the holiday weekend upon us we ask that you be aware of your surroundings for “One Less Spark” will prevent “One Less Wildfire”. For more information on how you can be prepared for wildland fires go to www.readyforwildfire.org or load the free “CAL FIRE” app onto your cell phone for both Android and IPhone users.",None,Fresno,10,12.0,5.0,29.0,2016-07-05T07:05:00Z,,False,True,,2.0,,36.0749,"Curry Mountain, 7 miles SW of Coalinga",-120.452041,True,Curry Fire,100.0,188.0,True,"The Curry Fire Started on July 1, 2016 off Curry Mountain Road and Highway 198, 7 miles Southwest of Coalinga (Fresno County) and burned 2,944 acres.","Curry Fire, Fresno County, July 1, 2016",2016-07-01T17:16:00Z,Finalized,,,,,423df2bd-4464-44e0-8b8a-74f953613287,2016-07-05T07:05:00Z,13.0,2016-07-01,2016-07-05,4.0,"(10.25, 7.550000000000001, 2.8499999999999996)",10.25,7.550000000000001,2.85,['Coalinga'],17179,1177.3,1177.2,1007.0,FRESNO,7,1.0,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,71.2,0.25,0
2241.0,False,CAL FIRE Fresno-Kings Unit,,2016,True,/incidents/2016/7/30/goose-fire/,"Please be aware of emergency personnel and equipment in the area and drive safely. Crews continue to extinguish hot spots and improve containment lines. Resources are being released and reassigned to new incidents in the state. 
<p>For information on preparing for a fire, go to www.readyforwildfire.org",,Fresno,10,4.0,,7.0,2016-08-09T18:30:00Z,,False,True,,,,37.01591,"Off Gooseberry Ln & Morgan Canyon, south of Prather ",-119.50507,True,Goose Fire,100.0,167.0,True,"The Goose Fire started on July 30, 2016 off Gooseberry Ln & Morgan Canyon, south of Prather (Fresno County).","Goose Fire, Gooseberry Ln, Morgan Canyon, south of Prather, Fresno County",2016-07-30T16:40:00Z,Finalized,5.0,4.0,,,bd2b7bdc-0f92-451a-a3a5-03569d27c952,2016-08-09T18:30:00Z,6.0,2016-07-30,2016-08-09,10.0,"(10.449999999999989, 6.75, 5.550000000000001)",10.449999999999989,6.75,5.550000000000001,['Auberry' 'Friant' 'Shaver Lake'],3086,13622.1,7113.0,186.0,FRESNO,7,1.0,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,74.6,0.0,0
2100.0,False,USFS Sierra National Forest,,2016,False,/incidents/2016/10/11/sacata-fire/,,,Fresno,10,,,,2016-10-20T07:00:00Z,,False,True,,,,36.94536,"near Sacata Ridge, located above Pine Flat",-119.25959,False,Sacata Fire,100.0,,True,"The Sacata Fire started on October 11, 2016 on the Sierra National Forest, north of Pine Flat and south of Eagle Peak, in Fresno County. ","Sacata Fire, Fresno County, October 11, 2016",2016-10-11T12:58:00Z,Finalized,,,,,59084c8f-904c-42cb-9aa8-cae4a1f8c6ef,2016-10-20T07:00:00Z,,2016-10-11,2016-10-20,9.0,"(-3.0999999999999943, 6.25, -0.5500000000000007)",-3.0999999999999943,6.25,-0.5500000000000007,['Shaver Lake'],473,8365.0,2860.3,5.0,FRESNO,10,0.4,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,66.7,0.07,0
188.0,False,CAL FIRE Fresno County Fire,,2016,True,/incidents/2016/7/11/big-fire/,,,Fresno,10,,,,2016-07-13T17:30:00Z,,False,True,,,,36.92244,"off Watts Valley Rd. & Big Springs Ln, east of Clovis",-119.39619,False,Big Fire,100.0,,True,"The Big Fire off Watts Valley Rd. & Big Springs Ln, east of Clovis (Fresno County) burned in July 2016.","Watts Valley, Big Springs, Clovis, Big Fire, Fresno County, FKU, Fresno, July 2016",2016-07-11T14:30:00Z,Finalized,,,,,4cfb8712-1b45-4a2e-b0c9-6ed6ddde5657,2016-07-13T17:30:00Z,,2016-07-11,2016-07-13,2.0,"(-15.05, -4.25, -6.15)",-15.05,-4.25,-6.15,['Auberry' 'Shaver Lake'],2482,13282.4,6781.6,40.0,FRESNO,7,1.0,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,71.2,0.25,0
158.0,False,CAL FIRE / Fresno County Fire,,2016,True,/incidents/2016/9/3/sunny-fire/,,,Fresno,10,,,,2016-09-06T18:15:00Z,,False,True,,,,36.84479,off Sunnyslope Rd & Lakeside Ln near the Pine Flat Lake Reservoir,-119.34487,True,Sunny Fire,100.0,,True,"The Sunny Fire started on September 3, 2016 off Sunnyslope Rd & Lakeside Ln near the Pine Flat Lake Reservoir (Fresno County).","Sunny Fire, Sunnyslope Rd, Lakeside Ln, Pine Flat Lake Reservoir, Fresno County",2016-09-03T14:44:00Z,Finalized,,,,,63643257-f082-4928-bf0e-77a0417a4613,2016-09-06T18:15:00Z,,2016-09-03,2016-09-06,3.0,"(-5.700000000000003, 3.6500000000000004, -4.45)",-5.700000000000003,3.65,-4.45,['Squaw Valley'],3646,14674.6,12846.2,24.0,FRESNO,9,0.7,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,73.5,0.02,0
151.0,False,CAL FIRE Fresno-Kings Unit,,2016,True,/incidents/2016/4/28/hills-fire/,,,Fresno,10,,,,2016-04-29T17:15:00Z,,False,True,,,,0.0,four miles Northwest of Panoche and Interstate 5 ,0.0,False,Hills Fire,100.0,,True,The Hills Fire burned 4 miles Northwest of Panoche and Interstate 5 in Fresno County in April 2016.,"Hills Fire, Fresno County, Northwest of Panoche and I-5, April 2016, Fresno-Kings Unit",2016-04-28T17:45:00Z,Finalized,,,,,f12c92df-003f-42bc-9cb0-a15323f4166c,2016-04-29T17:15:00Z,,2016-04-28,2016-04-29,1.0,"(-6.0, -2.3499999999999996, -3.6500000000000004)",-6.0,-2.35,-3.65,[],0,0.0,0.0,,FRESNO,4,0.2,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,54.6,1.94,0
145.0,False,CAL FIRE Fresno-Kings Unit,,2016,True,/incidents/2016/7/4/frame-fire/,,,Fresno,10,,,,2016-07-07T19:00:00Z,,False,True,,,,36.14161,"Hwy 198 and Frame Ln, 14 miles west of Coalinga",-120.62048,False,Frame Fire,100.0,,True,"The Frame Fire started on July 4, 2016 off Hwy 198 and Frame Ln, 14 miles west of Coalinga (Fresno County) and burned 145 acres.","Frame Fire, Fresno County, July 4, 2016",2016-07-04T17:15:00Z,Finalized,,,,,e55dd16e-1712-4b97-a2f3-add0877b98cd,2016-07-07T19:00:00Z,,2016-07-04,2016-07-07,3.0,"(-5.800000000000004, 2.8499999999999996, -2.4499999999999993)",-5.800000000000004,2.85,-2.45,[],0,0.0,0.0,,FRESNO,7,1.0,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,71.2,0.25,0
132.0,False,CAL FIRE Fresno-Kings Unit,,2016,True,/incidents/2016/5/15/avocado-fire/,,,Fresno,10,,,,2016-05-17T19:10:00Z,,False,True,,,,36.78769,"Off Piedra Rd near Kings River, 10 miles northeast of Sanger",-119.38248,False,Avocado Fire,100.0,,True,"The Avocado Fire started on May 15, 2016 off Piedra Rd near Kings River, 10 miles northeast of Sanger (Fresno County).","Avocado Fire, Off Piedra Rd near Kings River, Sanger, Fresno County",2016-05-15T16:38:00Z,Finalized,,,,,f1769b9d-c522-4a0d-92a7-f9c8321b9f1d,2016-05-17T19:10:00Z,,2016-05-15,2016-05-17,2.0,"(-21.25, -4.55, -8.15)",-21.25,-4.55,-8.15,['Orange Cove' 'Reedley' 'Sanger' 'Squaw Valley'],91524,16455.8,14537.6,2213.0,FRESNO,5,0.5,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,54.6,1.94,0
123.0,False,CAL FIRE Fresno County Fire,,2016,True,/incidents/2016/7/15/green-fire/,,Auberry Rd. between Granite Creek & Little Wildhorse is closed to traffic.,Fresno,10,,,,2016-07-16T18:00:00Z,,False,True,,,,37.0099,"off Auberry Rd & White Thorne Rd, near Prather",-119.5792,True,Green Fire,100.0,,True,"The Green Fire off Auberry Rd & White Thorne Rd, near Prather (Fresno County) burned in July 2016.","Prather, Auberry Road, White Thorne Road, Fresno County, Fresno, FKU, July 2016",2016-07-15T16:45:00Z,Finalized,,,,,a32de567-3d32-434a-9128-7947deaec3bb,2016-07-16T18:00:00Z,,2016-07-15,2016-07-16,1.0,"(-1.3999999999999986, 0.4499999999999993, -1.8499999999999996)",-1.3999999999999986,0.4499999999999993,-1.85,['Auberry' 'Clovis' 'Friant'],117197,7830.299999999999,6754.1,1741.0,FRESNO,7,1.0,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,71.2,0.25,0
70.0,False,CAL FIRE Fresno-Kings unit,,2016,True,/incidents/2016/9/23/newmark-fire/,,,Fresno,10,,,,2016-09-24T20:00:00Z,,False,True,,,,36.6543,"off Newmark Ave. and Fantz Ave., 3 miles southeast of Sanger",-119.5327,False,Newmark Fire,100.0,,True,The Newmark Fire burned 70 acres in September 2016 off Newmark Ave and Fantz Ave 3 miles southeast of Sanger.,"Newmark fire, Fresno County, Newmark Ave., Fantz Ave, Sanger, September 2016",2016-09-23T12:40:00Z,Finalized,,,,,2e8eb057-1d9a-41a7-ab9f-9b85ce3374c4,2016-09-24T20:00:00Z,,2016-09-23,2016-09-24,1.0,"(-2.3000000000000007, 1.3499999999999996, 1.3499999999999996)",-2.3000000000000007,1.3499999999999996,1.3499999999999996,"['Bowles' 'Calwa' 'Clovis' 'Del Rey' 'Dinuba' 'Easton' 'Fowler'
 'Kingsburg' 'London' 'Orange Cove' 'Parlier' 'Reedley' 'Sanger' 'Selma'
 'Traver']",314226,7898.1,7574.799999999999,2503.0,FRESNO,9,0.7,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2016,66.7,0.07,0
58.0,False,CAL FIRE Fresno-Kings Unit,,2017,True,/incidents/2017/10/11/silver-fire/,,All road closures lifted.,Fresno,10,,,,2018-01-09T13:36:00Z,,False,True,,,,36.7528,"Elwood Road and Silver Lane, northwest of Squaw Valley",-119.2288,True,Silver Fire,100.0,,True,"The Silver Fire started on October 11, 2017 off of Elwood Road and Silver Lane, northwest of Squaw Valley (Fresno County) and burned 58 acres.","Silver Fire, October 2017, Elwood Road and Silver Lane, northwest of Squaw Valley, Fresno County",2017-10-11T15:59:00Z,Finalized,,3.0,,,46d1ec10-be8e-474a-b98f-ba7cd3521ccd,2018-01-09T13:36:00Z,,2017-10-11,2018-01-09,90.0,"(1656.6000000000004, 75.8, 17.6)",1656.6000000000004,75.8,17.6,['East Orosi' 'Orange Cove' 'Orosi' 'Squaw Valley'],23803,15547.5,13637.3,2213.0,FRESNO,10,0.4,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2017,67.2,0.45,1
137.0,False,CAL FIRE Fresno-Kings Unit,,2019,True,/incidents/2019/10/18/mud-fire/,,,Fresno,10,,,,2019-10-19T15:00:00Z,,True,True,,,,36.319291,"Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga",-120.460189,False,Mud Fire ,100.0,,True,"The Mud Fire started October 18, 2019 off Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga in Fresno County.",,2019-10-18T12:17:32Z,Finalized,,,,,ff8701f0-a12a-4b40-baa9-b58c4e2e31f3,2019-10-19T15:22:29.687Z,,2019-10-18,2019-10-19,1.0,"(-3.8999999999999986, -0.6999999999999993, -3.1999999999999993)",-3.899999999999999,-0.6999999999999993,-3.2,['Cantua Creek' 'Coalinga'],17558,2143.1,2142.2,1007.0,FRESNO,10,0.4,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2019,56.0,0.0,0
121.0,False,CAL FIRE / Fresno County Fire,,2019,True,/incidents/2019/5/29/hill-fire/,,,Fresno,10,,,,2019-06-05T15:07:00Z,,False,True,,,,36.66909," S. Hills Valley Road, north of Orange Cove",-119.3046,False,Hill Fire,100.0,,True,"The Hill Fire started on May 29, 2019 off  S. Hills Valley Road, north of Orange Cove (Fresno County) and burned 121 acres. It was contained June 1, 2019.",May 2019,2019-05-29T17:18:00Z,Finalized,,,,,72cb3684-c194-4180-bdfe-22775f86a594,2019-06-05T15:07:00Z,,2019-05-29,2019-06-05,7.0,"(20.099999999999994, 6.800000000000001, 4.800000000000001)",20.099999999999994,6.800000000000001,4.800000000000001,"['Cutler' 'Dinuba' 'East Orosi' 'Orange Cove' 'Orosi' 'Parlier' 'Reedley'
 'Sanger' 'Squaw Valley']",145915,17976.0,15963.9,2503.0,FRESNO,5,0.5,FRESNO,7387.264573,2344.2220580000003,0.3173328956658718,25238,2019,54.7,3.52,0
14754.0,False,Klamath National Forest,,2013,False,/incidents/2013/7/31/salmon-river-complex/,,,Siskiyou,47,,,,2013-08-31T06:45:00Z,,False,True,,,,41.32,"North Fork of the Salmon River, West of Sawyers Bar, Klamath National Forest",-123.176,False,Salmon River Complex,100.0,,True,"The Salmon River Complex burned in July and August 2013 near North Fork of the Salmon River, West of Sawyers Bar, on Klamath National Forest in Siskiyou County. ","210 Salmon River Complex, August 2013, July 2013, North Fork of the Salmon River, Sawyers Bar, Klamath National Forest, Siskiyou County",2013-07-31T22:00:00Z,Finalized,,,,,ba76c009-09c9-497c-b923-1ac8cf05c20d,2013-08-31T06:45:00Z,,2013-07-31,2013-08-31,31.0,"(76.1, 40.55, nan)",76.1,40.55,,[],0,0.0,0.0,,SISKIYOU,7,1.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2013,72.1,0.21,0
50042.0,False,CAL FIRE Siskiyou Unit / USFS-Klamath National Forest,,2014,False,/incidents/2014/8/2/july-complex/,,,Siskiyou,47,,,,2014-08-06T10:00:00Z,,False,True,,,,0.0,Whites Fire approximately 4 miles East of Sawyer Bar<p> Log Fire approximately 6 miles West of Greenview<p>Leef Fire approximately 7 miles Southwest of Callahan. ,0.0,False,July Complex,100.0,,True,"The July Complex started on August 2, 2014 and burned 50,042 acres on the Klamath National Forest in Siskiyou County.","July Complex, CAL FIRE Siskiyou Unit, Sawyer Bar, Greenview, Callahan, Klamath National Forest
",2014-08-02T09:00:00Z,Finalized,,,,,550c60e9-6b15-4e64-bf4b-9bd5d1cb359d,2014-08-06T10:00:00Z,,2014-08-02,2014-08-06,4.0,"(59.10000000000001, 63.0, 63.0)",59.10000000000001,63.0,63.0,[],0,0.0,0.0,,SISKIYOU,8,1.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2014,72.7,0.3,1
35302.0,False,CAL FIRE Siskiyou Unit / Oregon Dept. of Forestry / Oregon Office of The State Fire Marshal,,2014,True,/incidents/2014/7/30/oregon-gulch-fire-part-of-the-beaver-complex/,,,Siskiyou,47,,,,2014-08-18T09:45:00Z,,False,True,,,,42.048,"Community of Copco, South of Oregon Border",-122.345,False,Oregon Gulch Fire (part of the Beaver Complex),100.0,,True,"The Oregon Gulch Fire, part of the Beaver Complex, started on July 30, 2014 and burned 35,302 acres (9,464 acres in California) near the community of Copco, South of the Oregon Border in Siskiyou County.","Oregon Gulch Fire, Beaver Complex, Siskiyou County, Copco, Oregon border, July 2014, Jackson, Klamath, CAL FIRE Siskiyou Unit, Oregon Dept. of Forestry, Oregon Office of The State Fire Marshal",2014-07-30T23:00:00Z,Finalized,,,,,3b2609f0-b3a2-493c-bf66-c5b5f64409f8,2014-08-18T09:45:00Z,,2014-07-30,2014-08-18,19.0,"(91.0, 63.0, 4.3999999999999995)",91.0,63.0,4.4,['Hornbrook'],211,284.8,283.8,69.0,SISKIYOU,7,1.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2014,72.7,0.3,1
32496.0,False,US Forest Service - Klamath National Forest,,2014,False,/incidents/2014/7/30/beaver-fire/,,,Siskiyou,47,,,,2014-09-02T13:00:00Z,,False,True,,,,0.0,"north of Highway 96, off of Beaver Creek Road",0.0,False,Beaver Fire,100.0,,True,"The Beaver Fire started July 30, 2013 and burned 32,496 acres north of Highway 96, off of Beaver Creek Road on the Klamath National Forest in Siskiyou County.","Beaver Fire, US Forest Service, Klamath National Forest, Siskiyou County, Highway 96, Beaver Creek Road
",2014-07-30T00:00:00Z,Finalized,,,,,30702a48-f9b0-44c3-8ddb-acc837bc6a34,2014-09-02T13:00:00Z,,2014-07-30,2014-09-02,34.0,"(190.0, 69.2, 4.3999999999999995)",190.0,69.2,4.4,[],0,0.0,0.0,,SISKIYOU,7,1.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2014,72.7,0.3,1
5503.0,False,CAL FIRE Siskiyou Unit / USFS-Klamath National Forest,,2014,True,/incidents/2014/7/31/little-deer-fire/,,,Siskiyou,47,,,,2014-08-18T10:00:00Z,,False,True,,,,41.682,near Little Deer Mountain along Highway 97,-122.127,False,Little Deer Fire,100.0,,True,"The Little Deer Fire started on July 31, 2014 and burned 5,503 acres north of Grass Lake near Little Deer Mountain along Highway 97 in Siskiyou County","Little Deer Fire, CAL FIRE Siskiyou Unit, Klamath National Forest, US Forest Service, Grass Lake, Little Deer Mountain, Highway 97
",2014-07-31T17:45:00Z,Finalized,,,,,59a31adf-4f31-4bf6-a6c6-fe62d2d2587f,2014-08-18T10:00:00Z,,2014-07-31,2014-08-18,18.0,"(93.69999999999999, 63.0, nan)",93.7,63.0,,['Macdoel' 'Mount Hebron' 'Tennant'],152,251.7,239.2,140.0,SISKIYOU,7,1.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2014,72.7,0.3,1
516.0,False,CAL FIRE Siskiyou Unit,,2014,True,/incidents/2014/9/15/boles-fire/,"<p>Firefighters will continue to mop up and perform overhaul work within the fire perimeter. Damage Assessment Teams have concluded their inspections and are working with the City and County to produce a final damage inspection report. Excess resources are being released and made available for other incidents as necessary. Utility crews are continuing to assess and repair damaged equipment and infrastructure.
</p>

<p>If you feel you have information regarding the Boles Fire, please contact 1-800-468-4408. A reward will be offered up to $10,000 leading to the cause of the fire.</p>",,Siskiyou,47,14.0,2.0,10.0,2014-10-11T18:50:00Z,,False,True,,,1.0,41.42384,City of Weed,-122.37432,True,Boles Fire,100.0,453.0,True,"The Boles Fire started on September 15, 2014 and burned 479 acres in and around the City of Weed in Siskiyou County. ","Boles Fire, Siskiyou County, Boles Creek, Weed, September 15, 2014.",2014-09-15T13:38:00Z,Finalized,7.0,165.0,,1100.0,ad164a35-8b27-4f96-b78e-952b08a333e8,2014-10-11T18:50:00Z,,2014-09-15,2014-10-11,26.0,"(-37.900000000000006, 5.999999999999999, nan)",-37.900000000000006,5.999999999999999,,['Carrick' 'Dunsmuir' 'Edgewood' 'Gazelle' 'Mount Shasta' 'Weed'],11946,2740.9,1744.7,604.0,SISKIYOU,9,0.7,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2014,68.6,0.31,0
200.0,False,Shasta-Trinity National Forest,,2015,False,/incidents/2015/2/24/stephens-fire/,,,Siskiyou,47,,,,2015-03-02T09:00:00Z,,False,True,,,,41.485,"Approx. 18 miles northeast of McCloud, just south of Horse Peak",-121.851,False,Stephens Fire,100.0,,True,"The Stephens Fire burned 200 acres about 18 miles northeast of McCloud, just south of Horse Peak on the Shasta-Trinity National Forest(Siskiyou County) in February 2015. ","Stephens Fire, US Forest Service, McCloud, Horse Peak, Shasta-Trinity National Forest, Siskiyou County",2015-02-24T12:15:00Z,Finalized,,,,,b3062936-6b2f-4177-b3f6-0fc288049339,2015-03-02T09:00:00Z,,2015-02-24,2015-03-02,6.0,"(-15.899999999999999, 2.2, nan)",-15.9,2.2,,['Tennant'],26,42.2,29.7,41.0,SISKIYOU,2,0.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2015,43.1,7.72,0
181.0,False,CAL FIRE Siskiyou Unit ,,2015,True,/incidents/2015/7/13/cooley-fire/,,,Siskiyou,47,,,,2015-07-14T08:30:00Z,,False,True,,,,41.8048,5 miles North of the community of Montague on Cooley Rd,-122.5029,False,Cooley Fire,100.0,,True,"Cooley Fire started on July 13 north of Montague on Cooley Road, in Siskiyou County and burned 181 acres. ","Cooley Fire, Montague, Cooley Road, Siskiyou County",2015-07-13T17:56:00Z,Finalized,,,,,8b35629f-50f4-4b32-b286-ce48cb1200e7,2015-07-14T08:30:00Z,,2015-07-13,2015-07-14,1.0,"(-3.3, 0.0, 0.0)",-3.3,0.0,0.0,['Grenada' 'Hornbrook' 'Montague' 'Yreka'],9525,3075.3,2965.8,303.0,SISKIYOU,7,1.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2015,67.2,0.52,0
69.0,False,Klamath National Forest,,2015,False,/incidents/2015/8/20/prairie-fire/,,,Siskiyou,47,,,,2015-08-22T18:00:00Z,,False,True,,,,0.0,LaHonda Well area northeast of the community of Tennant,0.0,False,Prairie Fire,100.0,,True,The Prairie Fire burned 69 acres in the LaHonda Well area northeast of Tennant in Siskiyou County in August 2015.,"Prairie Fire, Siskiyou County, LaHonda Well, Tennant, Klamath National Forest",2015-08-20T16:00:00Z,Finalized,,,,,bd869df0-5333-4b9f-957f-b3d563f09f94,2015-08-22T18:00:00Z,,2015-08-20,2015-08-22,2.0,"(16.400000000000002, 23.0, nan)",16.400000000000002,23.0,,[],0,0.0,0.0,,SISKIYOU,8,1.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2015,67.7,0.15,0
33867.0,False,USFS Klamath National Forest,,2016,False,/incidents/2016/8/27/gap-fire/,,,Siskiyou,47,,,,2016-08-28T18:15:00Z,,False,True,,,,41.851,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",-123.118,False,Gap Fire,100.0,,True,"The Gap Fire started on August 27, 2016 off Seiad Creek Rd, 5 miles northeast of Seiad Valley (Siskiyou County).","Gap Fire, Siskiyou County",2016-08-27T18:00:00Z,Finalized,,,,,85683fd7-b507-4ec7-8bbd-fb7033a42665,2016-08-28T18:15:00Z,,2016-08-27,2016-08-28,1.0,"(1.9000000000000004, 4.9, 4.9)",1.9000000000000004,4.9,4.9,[],0,0.0,0.0,,SISKIYOU,8,1.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2016,70.0,0.01,0
710.0,False,CAL FIRE Siskiyou Unit,,2016,True,/incidents/2016/8/24/grade-fire/,"<b>Safety Message</b>
<br>If there are electrical wires on the ground, stay clear and contact PP&L immediately. Trees and poles with deep charring, particularly if still smoking, should be considered hazardous.
<p><b>PLEASE DRIVE SLOWLY AS EMERGENCY PERSONNEL ARE IN THE AREA</B>",Rocky Gulch and Hawkinsville Humbug Rd will remain closed to non-residence.,Siskiyou,47,,,,2016-08-30T06:45:00Z,,False,True,,,,41.7813,"off Hwy 263, 2 miles north of Yreka ",-122.611,True,Grade Fire,100.0,,True,The Grade Fire burned off Hwy 263 2 miles north of Yreka,"Grade Fire, Siskiyou County, Hwy 263, Yreka, Hawkinsville, ",2016-08-24T14:55:00Z,Finalized,1.0,5.0,,,a2a6199c-704a-4826-a51b-23e6ee123349,2016-08-30T06:45:00Z,,2016-08-24,2016-08-30,6.0,"(-10.6, 4.9, -0.5)",-10.6,4.9,-0.5,['Grenada' 'Hornbrook' 'Montague' 'Yreka'],9525,3075.3,2965.8,303.0,SISKIYOU,8,1.0,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2016,70.0,0.01,0
56.0,False,CAL FIRE Siskiyou Unit,,2016,True,/incidents/2016/5/19/mill-fire/,,,Siskiyou,47,,,,2016-05-21T19:00:00Z,,False,True,,,,0.0,"Old Dump Road/T-3 Road, 2 miles east of Weed",0.0,False,Mill Fire,100.0,,True,"The Mill Fire started on May 19 on Old Dump Road and T-3road, 2 miles east of Weed in Siskiyou County. ","Old Dump Road/T-3 Road, 2 miles east of Weed, Siskiyou County, Mill Fire, May, Shasta-Trinity National Forest ",2016-05-19T15:37:00Z,Finalized,,,,,89ca911c-b44f-40d4-b10e-0a7ae0ca33b7,2016-05-21T19:00:00Z,,2016-05-19,2016-05-21,2.0,"(-8.4, -2.4, nan)",-8.4,-2.4,,[],0,0.0,0.0,,SISKIYOU,5,0.5,SISKIYOU,495.641195,31.730167999999992,0.0640184236501971,25576,2016,53.9,1.56,0
